relay,class,advertised_by_pubkeys,advertised_by_distinct_lists,connect_ms,first_response_ms,events,error
wss://powrelay.xyz,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://pr.shino3.net,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://primus.nostr1.com,ok_serving,1,1,148,181,1,""
wss://primus.nostr1.com/echo-uniform,ok_serving,1,1,117,147,1,""
wss://private.red.gb.net,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://profiles.nostr1.com,ok_empty,1,1,148,181,0,""
wss://public.plume.website,ok_serving,1,1,291,334,1,""
wss://purpura.cloud,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 502"
wss://pyramid.fiatjaf.com/inbox,ok_serving,1,1,428,556,1,""
wss://relay-dev.satlantis.io,ok_serving,1,1,217,1427,1,""
wss://relay-jp.haniwar.com,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://relay.13room.space,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 530"
wss://relay.44billion.net,auth_required,1,1,249,250,0,""
wss://relay.agora.social,ok_serving,1,1,505,644,1,""
wss://relay.agorists.space,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.alien.blue,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.ancapchan.info,auth_required,1,1,611,611,0,""
wss://relay.angor.io/zenith-kilo-onyx,ok_serving,1,1,465,595,1,""
wss://relay.artiostr.ch,auth_required,1,1,596,596,0,""
wss://relay.azzamo.net,ok_serving,1,1,474,603,1,""
wss://relay.barine.co,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 530"
wss://relay.bostr.online/inbox,ok_serving,1,1,399,527,1,""
wss://relay.camelus.app,tls_fail,1,1,,,0,"SSLCertVerificationError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)"
wss://relay.chakany.systems,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 525"
wss://relay.day.ag/chat,auth_required,1,1,885,885,0,""
wss://relay.day.ag/inbox,ok_serving,1,1,868,1017,1,""
wss://relay.decentralia.fr,ok_serving,1,1,975,1120,1,""
wss://relay.dreamith.to,ok_serving,1,1,487,1185,1,""
wss://relay.edufeed.org,ok_serving,1,1,727,902,1,""
wss://relay.gasteazi.net,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://relay.gathr.gives/glyph,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.getalby.com,rejected,1,1,564,714,0,""
wss://relay.getvia.xyz,ok_serving,1,1,532,686,1,""
wss://relay.haruki7049.dev,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://relay.joomaen.com,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://relay.kilombino.com,ok_serving,1,1,673,874,1,""
wss://relay.kizuna-miki.com,ok_serving,1,1,607,745,1,""
wss://relay.lanacoin-eternity.com,ok_serving,1,1,239,305,1,""
wss://relay.layer.systems,ok_serving,1,1,545,699,1,""
wss://relay.libernet.app,ok_serving,1,1,720,945,1,""
wss://relay.lnau.net,dns_fail,1,1,,,0,"gaierror: [Errno -5] No address associated with hostname"
wss://relay.magiccity.live,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 502"
wss://relay.martien.io,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.minds.com/nos,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 200"
wss://relay.minibolt.info,ok_serving,1,1,687,892,1,""
wss://relay.mleku.dev,auth_required,1,1,120,120,0,""
wss://relay.mmwaves.de,auth_required,1,1,639,639,0,""
wss://relay.mostr.pub/%20,ok_serving,1,1,120,165,1,""
wss://relay.mutinywallet.com,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://relay.noeudlibre.fr,ok_serving,1,1,693,833,1,""
wss://relay.nortis.tech,ok_serving,1,1,523,643,1,""
wss://relay.nostr.ch,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://relay.nostr.dev.br,ok_serving,1,1,607,745,1,""
wss://relay.nostr.hu,ok_serving,1,1,1162,1301,1,""
wss://relay.nostr.inosta.cc,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.nostr.moctane.com,dns_fail,1,1,,,0,"gaierror: [Errno -5] No address associated with hostname"
wss://relay.nostr.moe,auth_required,1,1,1087,1087,0,""
wss://relay.nostr.nu,ok_serving,1,1,802,955,1,""
wss://relay.nostr.org.tr,ok_serving,1,1,304,604,1,""
wss://relay.nostr.pub,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.nostr.watch,no_response,1,1,280,,0,""
wss://relay.nostrica.com,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://relay.nostrich.de,tls_fail,1,1,,,0,"SSLCertVerificationError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1016)"
wss://relay.nostrified.org,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://relay.nostriot.com,ok_serving,1,1,230,268,1,""
wss://relay.nquiz.io,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.ohbe.me,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://relay.orange-crush.com,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://relay.paulstephenborile.com/kilo-romeo,ok_serving,1,1,656,793,1,""
wss://relay.pleb.one,auth_required,1,1,180,180,0,""
wss://relay.plebstr.com,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://relay.plume.website,ok_serving,1,1,197,241,1,""
wss://relay.plume.website/inbox,ok_serving,1,1,169,205,1,""
wss://relay.primal.net/v1,ok_serving,1,1,507,667,1,""
wss://relay.samt.st,ok_serving,1,1,556,615,1,""
wss://relay.sendstr.com,tls_fail,1,1,,,0,"SSLError: [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1016)"
wss://relay.siamstr.com,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.sovrgn.co.za,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://relay.uid.ovh,tls_fail,1,1,,,0,"SSLError: [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1016)"
wss://relay.utxo.farm,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://relay.utxo.one,ok_serving,1,1,272,342,1,""
wss://relay.utxo.one/inbox,ok_serving,1,1,301,382,1,""
wss://relay.vertexlab.io,auth_required,1,1,499,499,0,""
wss://relay.westernbtc.com,ok_serving,1,1,297,365,1,""
wss://relay.wisp.talk,ok_serving,1,1,799,936,1,""
wss://relay.yoinekodo.jp,ok_empty,1,1,586,744,0,""
wss://relay.yozora.world,other_fail,1,1,,,0,"OSError: [Errno 101] Network is unreachable"
wss://relay1.blackbyte.nl,ok_serving,1,1,545,669,1,""
wss://relay1.nostrchat.io,no_response,1,1,544,,0,""
wss://relay2.blackbyte.nl,ok_serving,1,1,724,874,1,""
wss://relay2.getalby.com,no_response,1,1,253,328,0,""
wss://relay2.sovereignengineering.io,ok_serving,1,1,213,262,1,""
wss://relay2.veganostr.com/karma-bravo,ok_serving,1,1,825,980,1,""
wss://relaypag.es/yankee-dynamo,ok_serving,1,1,494,637,1,""
wss://relays.diggoo.com,auth_required,1,1,357,357,0,""
wss://rele.speyhard.fi/nostr/oscar,ok_serving,1,1,734,936,1,""
wss://ribo.nostria.app,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 530"
wss://ribo.us.nostria.app,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 530"
wss://riray.nostr1.com,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 410"
wss://rly.social,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 404"
wss://ruby-nostr-relay.compile-error.net,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
wss://satsage.xyz,ok_serving,1,1,164,189,1,""
wss://social.camph.net,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://spatia-arcana.com/inbox,ok_serving,1,1,214,257,1,""
wss://srtrelay.c-stellar.net,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 502"
wss://staging.yabu.me,ok_serving,1,1,703,838,1,""
wss://staging.yabu.me/onyx-victor-papa,ok_serving,1,1,611,771,1,""
wss://strfry.elswa-dev.online,tls_fail,1,1,,,0,"SSLCertVerificationError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1016)"
wss://strfry.iris.to,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://testrelay.nostrapps.org,timeout,1,1,,,0,"TimeoutError: timed out during opening handshake"
wss://thecitadel.nostr1.com,ok_empty,1,1,146,176,0,""
wss://top.testrelay.top,ok_serving,1,1,254,320,1,""
wss://tower.tail89618.ts.net:7443,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://tulip.kuee.kyoto-u.ac.jp/nostr,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 404"
wss://vitor.nostr1.com,ok_serving,1,1,160,190,1,""
wss://wons.calva.dev,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://wot.azzamo.net,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 429"
wss://wot.carlos-cdb.top,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://wot.codingarena.top,ok_serving,1,1,529,672,1,""
wss://wot.downisontheup.ca,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://wot.grapevine.network/titan-ember,ok_empty,1,1,467,520,0,""
wss://wot.sovbit.host,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://wot.sudocarlos.com,ok_serving,1,1,256,321,1,""
wss://wot.swarmstr.com,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://wz7gkis66o5alcimuwndyakic7xul72hxvymfd3hfcvio5jgkpcs2dyd.onion,dns_fail,1,1,,,0,"gaierror: [Errno -2] Name or service not known"
wss://xmr.usenostr.org,ok_serving,1,1,581,715,1,""
wss://zap.nostr1.com,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 402"
wss://zig-nostr-relay.compile-error.net,http_error,1,1,,,0,"InvalidStatus: server rejected WebSocket connection: HTTP 403"
